,id,dt_ocorrencia,uf,regiao,classificacao_da_ocorrencia
2711,829,2010-04-17,SP,Sudeste,Ocorrência de Solo
2712,828,2010-04-17,SP,Sudeste,Incidente
2713,827,2010-04-16,AP,Norte,Acidente
2714,826,2010-04-16,RJ,Sudeste,Ocorrência Anormal
2715,825,2010-04-16,RJ,Sudeste,Ocorrência Anormal
2716,824,2010-04-16,MG,Sudeste,Ocorrência de Solo
2717,823,2010-04-16,RJ,Sudeste,Incidente
2718,822,2010-04-15,SP,Sudeste,Ocorrência Anormal
2719,821,2010-04-15,BA,Nordeste,Acidente
2720,513,2013-05-03,GO,Centro-Oeste,Incidente
2721,512,2013-05-01,SP,Sudeste,Acidente
2722,511,2010-01-03,PA,Norte,Incidente
2723,510,2013-02-26,SP,Sudeste,Incidente
2724,509,2013-06-15,MG,Sudeste,Incidente Grave
2725,508,2013-06-16,PR,Sul,Ocorrência Anormal
2726,507,2013-06-17,RJ,Sudeste,Incidente
2727,506,2013-06-18,AP,Norte,Incidente
2728,505,2013-06-07,SP,Sudeste,Ocorrência Anormal
2729,504,2013-06-02,SP,Sudeste,Ocorrência Anormal
2730,281,2015-04-30,SP,Sudeste,Incidente
2731,280,2015-05-08,DF,Centro-Oeste,Ocorrência Anormal
2732,503,2013-08-23,RS,Sul,Incidente
2733,502,2013-05-20,PE,Nordeste,Incidente
2734,284,2015-07-04,PR,Sul,Incidente
2735,283,2015-06-17,SP,Sudeste,Ocorrência Anormal
2736,282,2015-06-24,PR,Sul,Ocorrência Anormal
2737,279,2015-05-09,PA,Norte,Incidente
2738,278,2015-05-05,RR,Norte,Acidente
2739,276,2015-06-19,RJ,Sudeste,Incidente
2740,274,2015-06-16,MT,Centro-Oeste,Acidente
2741,273,2015-04-22,SP,Sudeste,Acidente
2742,277,2015-05-09,RS,Sul,Acidente
2743,275,2015-07-01,PA,Norte,Incidente
2744,272,2015-04-26,PA,Norte,Acidente
2745,271,2015-04-24,RJ,Sudeste,Ocorrência Anormal
2746,47,2015-03-13,SP,Sudeste,Incidente
2747,46,2015-03-13,RS,Sul,Incidente
2748,45,2015-03-16,AM,Norte,Incidente Grave
2749,44,2015-02-27,AM,Norte,Ocorrência Anormal
2750,43,2015-02-28,PA,Norte,Ocorrência Anormal
2751,45,2015-03-16,AM,Norte,Incidente Grave
2752,42,2015-02-17,PA,Norte,Ocorrência Anormal
2753,41,2015-02-27,PR,Sul,Ocorrência Anormal
2754,40,2015-02-27,SP,Sudeste,Incidente
2755,39,2015-02-17,BA,Nordeste,Ocorrência Anormal
2756,38,2015-02-19,RJ,Sudeste,Incidente
2757,37,2015-01-08,SP,Sudeste,Ocorrência de Solo
2758,36,2015-02-01,SP,Sudeste,Incidente
2759,35,2015-01-29,RR,Norte,Acidente
2760,34,2015-01-23,MG,Sudeste,Ocorrência Anormal
2761,33,2015-01-27,PR,Sul,Ocorrência Anormal
2762,32,2015-01-26,BA,Nordeste,Incidente Grave
2763,31,2015-01-11,SP,Sudeste,Incidente
2764,30,2015-01-07,RS,Sul,Ocorrência Anormal
2765,820,2010-04-15,SP,Sudeste,Incidente
2766,819,2010-04-15,RJ,Sudeste,Ocorrência Anormal
2767,818,2010-04-15,SC,Sul,Ocorrência Anormal
2768,817,2010-04-15,SP,Sudeste,Incidente Grave
2769,816,2010-04-14,SP,Sudeste,Incidente
2770,815,2010-04-14,PR,Sul,Ocorrência Anormal
2771,814,2010-04-13,RS,Sul,Incidente
2772,813,2010-04-12,PA,Norte,Acidente
2773,812,2010-04-12,SP,Sudeste,Incidente
2774,811,2010-04-12,SP,Sudeste,Incidente
2775,810,2010-04-12,SP,Sudeste,Incidente
2776,809,2010-04-11,SP,Sudeste,Ocorrência de Solo
2777,808,2010-04-11,AC,Norte,Incidente
2778,807,2010-04-10,SP,Sudeste,Ocorrência Anormal
2779,806,2010-04-09,GO,Centro-Oeste,Incidente Grave
2780,805,2010-04-09,SP,Sudeste,Ocorrência Anormal
2781,804,2010-04-08,PR,Sul,Incidente Grave
2782,804,2010-04-08,PR,Sul,Incidente Grave
2783,803,2010-04-08,GO,Centro-Oeste,Acidente
2784,802,2010-04-08,SP,Sudeste,Incidente
2785,501,2013-05-19,ES,Sudeste,Ocorrência Anormal
2786,500,2013-05-18,PI,Nordeste,Ocorrência Anormal
2787,499,2013-05-17,MG,Sudeste,Ocorrência Anormal
2788,498,2013-05-16,RJ,Sudeste,Ocorrência Anormal
2789,497,2013-05-15,SP,Sudeste,Ocorrência Anormal
2790,496,2013-05-14,PR,Sul,Ocorrência Anormal
2791,495,2013-05-14,MG,Sudeste,Ocorrência Anormal
2792,494,2013-04-19,RJ,Sudeste,Ocorrência Anormal
2793,493,2013-06-14,RS,Sul,Ocorrência Anormal
2794,492,2013-06-11,RJ,Sudeste,Incidente
2795,491,2013-06-10,RJ,Sudeste,Ocorrência Anormal
2796,490,2013-06-10,MG,Sudeste,Ocorrência Anormal
2797,489,2013-06-09,PA,Norte,Acidente
2798,488,2013-06-08,ES,Sudeste,Incidente
2799,487,2013-06-08,SP,Sudeste,Ocorrência de Solo
2800,270,2015-04-13,PR,Sul,Ocorrência Anormal
2801,269,2015-04-24,SP,Sudeste,Incidente
2802,268,2015-04-13,PR,Sul,Ocorrência Anormal
2803,267,2015-04-23,MT,Centro-Oeste,Acidente
2804,266,2015-04-27,RJ,Sudeste,Ocorrência Anormal
2805,265,2015-04-27,RJ,Sudeste,Ocorrência Anormal
2806,264,2015-04-28,SP,Sudeste,Acidente
2807,263,2015-04-10,RJ,Sudeste,Acidente
2808,262,2015-04-28,MG,Sudeste,Incidente
2809,261,2015-04-21,RJ,Sudeste,Acidente
2810,260,2015-04-20,DF,Centro-Oeste,Incidente
2811,258,2015-05-02,SP,Sudeste,Incidente
2812,259,2015-04-29,RS,Sul,Ocorrência Anormal
2813,257,2015-05-01,SP,Sudeste,Acidente
2814,256,2015-05-03,CE,Nordeste,Incidente
2815,25,2015-01-19,MG,Sudeste,Ocorrência Anormal
2816,24,2015-01-19,MG,Sudeste,Acidente
2817,23,2015-01-04,PR,Sul,Acidente
2818,255,2015-05-04,CE,Nordeste,Incidente
2819,29,2015-01-10,GO,Centro-Oeste,Acidente
2820,28,2015-01-08,SP,Sudeste,Ocorrência de Solo
2821,27,2015-01-17,SP,Sudeste,Incidente
2822,26,2015-01-17,SP,Sudeste,Incidente
2823,22,2015-01-12,PR,Sul,Incidente
2824,21,2015-01-21,RS,Sul,Incidente Grave
2825,20,2015-01-08,SP,Sudeste,Ocorrência de Solo
2826,19,2013-04-25,BA,Nordeste,Acidente
2827,18,2013-04-25,MG,Sudeste,Incidente
2828,17,2013-04-25,SP,Sudeste,Incidente
2829,16,2013-04-24,SP,Sudeste,Ocorrência Anormal
2830,15,2010-04-13,RS,Sul,Ocorrência Anormal
2831,14,2010-02-12,GO,Centro-Oeste,Incidente
2832,13,2013-09-04,RJ,Sudeste,Incidente
2833,13,2013-09-04,RJ,Sudeste,Incidente
2834,12,2013-09-02,RJ,Sudeste,Ocorrência de Solo
2835,801,2010-04-07,GO,Centro-Oeste,Incidente Grave
2836,801,2010-04-07,GO,Centro-Oeste,Incidente Grave
2837,800,2010-04-07,TO,Norte,Acidente
2838,799,2010-04-06,PE,Nordeste,Ocorrência Anormal
2839,798,2010-04-05,PI,Nordeste,Ocorrência Anormal
2840,797,2010-04-04,BA,Nordeste,Incidente Grave
2841,796,2010-04-04,SC,Sul,Incidente
2842,795,2010-04-04,TO,Norte,Ocorrência Anormal
2843,793,2010-04-02,SP,Sudeste,Ocorrência Anormal
2844,794,2010-04-03,MG,Sudeste,Incidente
2845,792,2010-04-02,DF,Centro-Oeste,Incidente
2846,791,2010-04-01,CE,Nordeste,Incidente
2847,790,2010-03-31,SC,Sul,Incidente
2848,789,2010-03-31,SP,Sudeste,Ocorrência Anormal
2849,788,2010-03-31,SP,Sudeste,Ocorrência Anormal
2850,787,2010-03-31,SP,Sudeste,Incidente
2851,786,2010-03-31,PE,Nordeste,Incidente
2852,785,2010-03-30,Exterior,,Ocorrência Anormal
2853,784,2010-03-30,RJ,Sudeste,Ocorrência Anormal
2854,782,2010-03-29,Exterior,,Ocorrência Anormal
2855,781,2010-03-29,MG,Sudeste,Ocorrência Anormal
2856,485,2013-06-07,SP,Sudeste,Incidente
2857,484,2013-06-07,SP,Sudeste,Acidente
2858,783,2010-03-30,RJ,Sudeste,Ocorrência de Solo
2859,486,2014-03-26,BA,Nordeste,Incidente
2860,483,2013-04-23,DF,Centro-Oeste,Ocorrência de Solo
2861,482,2013-06-06,PE,Nordeste,Acidente
2862,481,2013-06-06,SC,Sul,Incidente
2863,480,2013-06-04,ES,Sudeste,Ocorrência Anormal
2864,479,2013-06-04,RJ,Sudeste,Ocorrência Anormal
2865,253,2015-05-05,PR,Sul,Incidente Grave
2866,478,2013-06-02,MA,Nordeste,Incidente
2867,477,2013-05-31,RJ,Sudeste,Incidente
2868,476,2013-05-30,RS,Sul,Incidente
2869,475,2013-05-27,RO,Norte,Ocorrência Anormal
2870,474,2013-05-18,SP,Sudeste,Acidente
2871,254,2015-05-01,MG,Sudeste,Acidente
2872,252,2015-04-21,GO,Centro-Oeste,Acidente
2873,251,2015-05-12,SP,Sudeste,Incidente
2874,250,2015-05-08,GO,Centro-Oeste,Acidente
2875,244,2015-04-16,SP,Sudeste,Acidente
2876,776,2010-03-26,PA,Norte,Ocorrência Anormal
2877,249,2015-05-02,MG,Sudeste,Acidente
2878,248,2015-05-04,MG,Sudeste,Ocorrência Anormal
2879,247,2015-05-02,MT,Centro-Oeste,Ocorrência Anormal
2880,246,2015-04-06,SC,Sul,Incidente
2881,245,2015-04-15,TO,Norte,Incidente Grave
2882,243,2015-04-20,RJ,Sudeste,Incidente
2883,242,2015-04-02,SC,Sul,Incidente
2884,744,2010-03-12,MG,Sudeste,Ocorrência Anormal
2885,11,2013-09-01,BA,Nordeste,Ocorrência de Solo
2886,10,2010-01-27,RJ,Sudeste,Incidente
2887,8,2013-08-31,ES,Sudeste,Incidente Grave
2888,9,2013-09-01,PI,Nordeste,Acidente
2889,7,2013-08-29,MS,Centro-Oeste,Acidente
2890,6,2013-05-02,AM,Norte,Incidente
2891,5,2013-04-30,DF,Centro-Oeste,Incidente
2892,4,2013-04-29,ES,Sudeste,Incidente
2893,3,2013-04-29,DF,Centro-Oeste,Ocorrência Anormal
2894,2,2013-04-28,MG,Sudeste,Ocorrência de Solo
2895,1,2013-04-25,MS,Centro-Oeste,Acidente
2896,779,2010-03-28,MT,Centro-Oeste,Acidente
2897,24641,2020-06-24,PR,Sul,Incidente
2898,780,2010-03-29,SC,Sul,Ocorrência Anormal
2899,778,2010-03-27,SP,Sudeste,Ocorrência Anormal
2900,777,2010-03-26,GO,Centro-Oeste,Acidente
2901,775,2010-03-26,SP,Sudeste,Ocorrência Anormal
2902,774,2010-03-25,RJ,Sudeste,Ocorrência Anormal
2903,773,2010-03-25,SC,Sul,Ocorrência Anormal
2904,772,2010-03-25,SP,Sudeste,Incidente
2905,771,2010-03-25,AL,Nordeste,Ocorrência Anormal
2906,770,2010-03-24,DF,Centro-Oeste,Ocorrência Anormal
2907,769,2010-03-23,AC,Norte,Incidente
2908,768,2010-03-23,SC,Sul,Incidente
2909,767,2010-03-23,SC,Sul,Ocorrência Anormal
2910,766,2010-03-22,RJ,Sudeste,Ocorrência Anormal
2911,765,2010-03-21,SP,Sudeste,Ocorrência Anormal
2912,764,2010-03-21,DF,Centro-Oeste,Ocorrência Anormal
2913,763,2010-03-21,RJ,Sudeste,Incidente
2914,762,2010-03-21,GO,Centro-Oeste,Acidente
2915,761,2010-03-20,RJ,Sudeste,Incidente
2916,760,2010-03-20,MG,Sudeste,Incidente
2917,759,2010-03-20,AM,Norte,Incidente
2918,758,2010-03-19,RR,Norte,Acidente
2919,473,2013-05-05,RS,Sul,Acidente
2920,471,2013-05-02,SC,Sul,Ocorrência Anormal
2921,470,2013-08-03,PR,Sul,Incidente
2922,472,2013-05-03,SP,Sudeste,Incidente
2923,469,2013-08-02,RJ,Sudeste,Ocorrência Anormal
2924,468,2013-08-02,RJ,Sudeste,Ocorrência Anormal
2925,467,2013-07-31,SP,Sudeste,Acidente
2926,466,2013-04-23,SP,Sudeste,Ocorrência de Solo
2927,466,2013-04-23,SP,Sudeste,Ocorrência de Solo
2928,465,2013-04-22,GO,Centro-Oeste,Acidente
2929,464,2013-04-20,PR,Sul,Ocorrência Anormal
2930,463,2013-04-20,PR,Sul,Incidente
2931,463,2013-04-20,PR,Sul,Incidente
2932,460,2013-09-02,CE,Nordeste,Acidente
2933,232,2013-12-03,SP,Sudeste,Acidente
2934,461,2013-08-17,SP,Sudeste,Incidente
2935,461,2013-08-17,SP,Sudeste,Incidente
2936,24322,2020-05-15,PR,Sul,Incidente
2937,24821,2020-07-16,RO,Norte,Acidente
2938,241,2015-05-07,SP,Sudeste,Incidente
2939,240,2015-04-30,RJ,Sudeste,Ocorrência Anormal
2940,239,2015-05-07,SP,Sudeste,Incidente
2941,237,2015-04-02,SP,Sudeste,Incidente Grave
2942,238,2015-04-10,MS,Centro-Oeste,Incidente
2943,236,2015-04-02,SP,Sudeste,Acidente
2944,234,2015-04-04,SC,Sul,Acidente
2945,233,2015-06-07,PR,Sul,Ocorrência Anormal
2946,235,2015-04-03,SP,Sudeste,Acidente
2947,24642,2020-06-21,PR,Sul,Incidente
2948,24864,2020-07-19,RO,Norte,Acidente
2949,24862,2020-07-21,MG,Sudeste,Acidente
2950,24863,2020-07-11,SP,Sudeste,Incidente Grave
2951,24863,2020-07-11,SP,Sudeste,Incidente Grave
2952,24865,2020-07-20,SP,Sudeste,Acidente
2953,24866,2020-07-11,SP,Sudeste,Indeterminado
2954,24868,2020-07-21,AM,Norte,Incidente
2955,24869,2020-05-25,SC,Sul,Incidente Grave
2956,24869,2020-05-25,SC,Sul,Incidente Grave
2957,24961,2020-07-31,RJ,Sudeste,Incidente
2958,756,2010-03-19,SP,Sudeste,Ocorrência Anormal
2959,755,2010-03-19,PE,Nordeste,Ocorrência Anormal
2960,754,2010-03-19,RJ,Sudeste,Ocorrência Anormal
2961,753,2010-03-19,MG,Sudeste,Ocorrência de Solo
2962,24962,2020-08-06,RJ,Sudeste,Incidente
2963,24963,2020-08-04,MG,Sudeste,Incidente
2964,752,2010-03-18,SP,Sudeste,Incidente
2965,751,2010-03-18,MG,Sudeste,Incidente
2966,750,2010-03-18,SP,Sudeste,Incidente
2967,749,2010-03-17,SP,Sudeste,Ocorrência Anormal
2968,748,2010-03-17,MG,Sudeste,Incidente
2969,747,2010-03-16,PA,Norte,Incidente
2970,746,2010-03-15,PA,Norte,Incidente
2971,745,2010-03-15,SP,Sudeste,Incidente
2972,743,2010-03-12,SP,Sudeste,Ocorrência Anormal
2973,757,2010-03-19,PE,Nordeste,Ocorrência Anormal
2974,742,2010-03-12,PR,Sul,Incidente
2975,741,2010-03-12,MG,Sudeste,Incidente
2976,740,2010-03-11,PR,Sul,Incidente Grave
2977,739,2010-03-11,SP,Sudeste,Ocorrência Anormal
2978,459,2013-08-26,SP,Sudeste,Incidente Grave
2979,457,2013-06-23,RS,Sul,Incidente
2980,456,2013-06-26,RJ,Sudeste,Incidente
2981,455,2013-07-25,SP,Sudeste,Ocorrência de Solo
2982,454,2013-03-12,RS,Sul,Acidente
2983,457,2013-06-23,RS,Sul,Incidente
2984,453,2013-05-09,SP,Sudeste,Acidente
2985,452,2013-05-09,CE,Nordeste,Incidente
2986,451,2013-05-08,SP,Sudeste,Incidente
2987,447,2012-12-13,GO,Centro-Oeste,Incidente
2988,450,2012-12-16,RJ,Sudeste,Incidente
2989,449,2012-12-16,SP,Sudeste,Acidente
2990,448,2012-12-14,SP,Sudeste,Ocorrência Anormal
2991,446,2012-12-13,MG,Sudeste,Ocorrência Anormal
2992,231,2015-06-09,MA,Nordeste,Incidente Grave
2993,230,2015-04-29,PR,Sul,Incidente
2994,229,2015-04-08,RO,Norte,Ocorrência Anormal
2995,228,2015-06-14,SP,Sudeste,Acidente
2996,227,2015-05-17,RJ,Sudeste,Ocorrência Anormal
2997,226,2015-05-16,SP,Sudeste,Ocorrência Anormal
2998,225,2015-05-17,PR,Sul,Acidente
2999,224,2015-05-19,MG,Sudeste,Incidente
3000,223,2015-05-05,PR,Sul,Ocorrência Anormal
3001,222,2015-05-08,ES,Sudeste,Acidente
3002,221,2015-05-08,RS,Sul,Incidente
3003,220,2015-05-09,MT,Centro-Oeste,Acidente
3004,220,2015-05-09,MT,Centro-Oeste,Acidente
3005,219,2015-04-09,GO,Centro-Oeste,Incidente Grave
3006,218,2015-04-12,RJ,Sudeste,Ocorrência Anormal
3007,217,2015-04-03,MG,Sudeste,Ocorrência Anormal
3008,216,2015-04-04,RN,Nordeste,Acidente
3009,25041,2020-08-08,TO,Norte,Acidente
3010,25042,2020-08-15,RS,Sul,Incidente Grave
3011,25044,2020-08-15,MT,Centro-Oeste,Incidente
3012,25163,2020-08-11,MG,Sudeste,Incidente
3013,25164,2020-08-18,SP,Sudeste,Ocorrência Anormal
3014,25165,2020-08-23,SP,Sudeste,Incidente
3015,25184,2020-08-30,PR,Sul,Incidente
3016,25186,2020-09-01,MG,Sudeste,Incidente
3017,25181,2020-08-28,PI,Nordeste,Acidente
3018,25182,2020-08-29,MG,Sudeste,Incidente
3019,25187,2020-08-26,SP,Sudeste,Incidente
3020,6766,2016-03-05,PE,Nordeste,Ocorrência Anormal
3021,6765,2016-01-20,CE,Nordeste,Ocorrência Anormal
3022,25188,2020-08-17,SC,Sul,Incidente
3023,6771,2016-02-29,SC,Sul,Ocorrência Anormal
3024,6770,2016-02-28,PR,Sul,Incidente
3025,6769,2016-03-08,PR,Sul,Incidente
3026,6768,2016-03-07,DF,Centro-Oeste,Incidente
3027,6767,2016-03-07,PE,Nordeste,Ocorrência Anormal
3028,6764,2016-01-22,TO,Norte,Incidente
3029,6763,2016-02-05,PE,Nordeste,Ocorrência Anormal
3030,6762,2016-02-03,SP,Sudeste,Ocorrência Anormal
3031,6761,2016-02-03,PR,Sul,Ocorrência Anormal
3032,6760,2016-02-02,SP,Sudeste,Ocorrência Anormal
3033,6759,2016-02-01,SP,Sudeste,Ocorrência Anormal
3034,6758,2016-02-01,SC,Sul,Acidente
3035,6757,2016-01-29,SP,Sudeste,Ocorrência Anormal
3036,6756,2016-01-26,AC,Norte,Incidente Grave
3037,6755,2016-01-23,SP,Sudeste,Incidente
3038,6754,2016-01-23,MG,Sudeste,Acidente
3039,6754,2016-01-23,MG,Sudeste,Acidente
3040,6753,2016-01-14,MG,Sudeste,Ocorrência Anormal
3041,6496,2016-01-07,GO,Centro-Oeste,Acidente
3042,6494,2016-03-09,MT,Centro-Oeste,Incidente Grave
3043,6493,2016-03-09,PR,Sul,Ocorrência Anormal
3044,6492,2016-03-09,SC,Sul,Ocorrência Anormal
3045,6491,2016-03-24,MT,Centro-Oeste,Acidente
3046,6491,2016-03-24,MT,Centro-Oeste,Acidente
3047,6490,2016-03-15,SP,Sudeste,Ocorrência Anormal
3048,6489,2016-03-15,SP,Sudeste,Ocorrência Anormal
3049,6488,2016-03-15,SC,Sul,Incidente
3050,6487,2015-12-17,SP,Sudeste,Acidente
3051,6487,2015-12-17,SP,Sudeste,Acidente
3052,6486,2015-10-21,PR,Sul,Incidente
3053,6485,2015-12-15,RJ,Sudeste,Acidente
3054,6484,2015-12-15,PR,Sul,Acidente
3055,6483,2016-01-26,TO,Norte,Ocorrência Anormal
3056,6482,2016-01-26,RJ,Sudeste,Incidente
3057,6481,2016-01-26,PR,Sul,Incidente
3058,6264,2015-11-13,MT,Centro-Oeste,Acidente
3059,7017,2016-05-16,SP,Sudeste,Acidente
3060,6263,2015-11-21,DF,Centro-Oeste,Ocorrência Anormal
3061,6262,2015-11-29,MT,Centro-Oeste,Ocorrência Anormal
3062,6261,2014-12-19,MT,Centro-Oeste,Acidente
3063,6260,2014-12-17,GO,Centro-Oeste,Acidente
3064,6258,2014-10-24,MG,Sudeste,Incidente Grave
3065,6259,2014-12-03,PI,Nordeste,Incidente
3066,6257,2014-10-08,SP,Sudeste,Ocorrência Anormal
3067,6256,2014-10-05,AC,Norte,Acidente
3068,6255,2014-10-09,AC,Norte,Incidente
3069,6254,2014-10-09,PA,Norte,Incidente
3070,7016,2016-05-14,SP,Sudeste,Incidente Grave
3071,7015,2016-05-13,MG,Sudeste,Incidente
3072,7014,2016-05-11,SC,Sul,Ocorrência Anormal
3073,7012,2016-05-09,SC,Sul,Ocorrência Anormal
3074,7011,2016-05-07,SC,Sul,Ocorrência Anormal
3075,7013,2016-05-10,PE,Nordeste,Incidente
3076,7010,2016-05-06,PE,Nordeste,Ocorrência Anormal
3077,7009,2016-07-08,MG,Sudeste,Incidente Grave
3078,7008,2016-06-03,RJ,Sudeste,Incidente
3079,7007,2016-06-13,MG,Sudeste,Incidente Grave
3080,7007,2016-06-13,MG,Sudeste,Incidente Grave
3081,7006,2016-06-21,RO,Norte,Acidente
3082,7005,2016-10-23,RS,Sul,Acidente
3083,7004,2016-11-23,BA,Nordeste,Incidente
3084,7003,2016-10-28,SP,Sudeste,Incidente
3085,6750,2016-01-11,RS,Sul,Acidente
3086,6749,2016-03-21,SP,Sudeste,Incidente
3087,7001,2016-09-01,PR,Sul,Acidente
3088,7000,2016-09-01,MT,Centro-Oeste,Acidente
3089,6999,2016-09-06,SP,Sudeste,Ocorrência Anormal
3090,6998,2016-08-30,SP,Sudeste,Ocorrência de Solo
3091,6752,2016-01-14,SP,Sudeste,Ocorrência Anormal
3092,6751,2016-01-12,GO,Centro-Oeste,Acidente
3093,6748,2016-03-21,SP,Sudeste,Ocorrência Anormal
3094,6747,2016-03-20,SP,Sudeste,Acidente
3095,6747,2016-03-20,SP,Sudeste,Acidente
3096,6746,2016-03-19,CE,Nordeste,Acidente
3097,6746,2016-03-19,CE,Nordeste,Acidente
3098,6745,2016-03-18,PE,Nordeste,Ocorrência Anormal
3099,6744,2016-03-18,PE,Nordeste,Ocorrência Anormal
3100,6743,2016-03-18,PI,Nordeste,Acidente
3101,6743,2016-03-18,PI,Nordeste,Acidente
3102,6742,2016-03-17,BA,Nordeste,Acidente
3103,6740,2016-03-12,SP,Sudeste,Acidente
3104,6739,2016-03-12,SC,Sul,Ocorrência Anormal
3105,6738,2016-03-11,SP,Sudeste,Incidente
3106,6741,2016-03-13,RS,Sul,Acidente
3107,6737,2016-03-13,RS,Sul,Ocorrência Anormal
3108,6736,2016-03-13,TO,Norte,Acidente
3109,6736,2016-03-13,TO,Norte,Acidente
3110,6735,2016-03-13,SP,Sudeste,Incidente
3111,6480,2016-01-25,BA,Nordeste,Ocorrência Anormal
3112,6734,2016-02-09,MA,Nordeste,Acidente
3113,6479,2015-12-15,TO,Norte,Incidente Grave
3114,6478,2015-12-13,PR,Sul,Ocorrência Anormal
3115,6477,2015-12-13,PR,Sul,Incidente
3116,6476,2015-12-08,SP,Sudeste,Acidente
3117,6475,2015-12-12,PI,Nordeste,Incidente
3118,6474,2015-12-12,RS,Sul,Ocorrência Anormal
3119,6473,2015-12-11,MG,Sudeste,Ocorrência Anormal
3120,6472,2015-12-08,SP,Sudeste,Acidente
3121,6471,2015-11-06,SP,Sudeste,Ocorrência Anormal
3122,6470,2015-10-30,RO,Norte,Acidente
3123,6469,2015-11-10,SP,Sudeste,Ocorrência Anormal
3124,6468,2015-11-10,PR,Sul,Acidente
3125,6468,2015-11-10,PR,Sul,Acidente
3126,6253,2014-10-17,PA,Norte,Incidente
3127,6252,2014-10-09,SP,Sudeste,Acidente
3128,6251,2014-10-11,SP,Sudeste,Acidente
3129,6250,2014-10-12,SP,Sudeste,Ocorrência Anormal
3130,6249,2014-11-17,PR,Sul,Acidente
3131,6248,2014-11-14,MG,Sudeste,Ocorrência Anormal
3132,6247,2014-11-13,CE,Nordeste,Incidente
3133,6994,2016-09-22,MT,Centro-Oeste,Acidente
3134,6993,2016-10-07,GO,Centro-Oeste,Acidente
3135,6246,2014-11-13,PR,Sul,Incidente
3136,6245,2014-11-12,MT,Centro-Oeste,Ocorrência Anormal
3137,6244,2014-10-24,PA,Norte,Incidente
3138,6243,2014-10-22,PA,Norte,Ocorrência Anormal
3139,6995,2016-10-20,RS,Sul,Incidente
3140,6242,2014-10-27,PR,Sul,Acidente
3141,6241,2014-10-23,RJ,Sudeste,Ocorrência de Solo
3142,6997,2016-03-13,ES,Sudeste,Incidente
3143,6996,2016-10-25,SP,Sudeste,Incidente
3144,6992,2016-08-21,MT,Centro-Oeste,Acidente
3145,6992,2016-08-21,MT,Centro-Oeste,Acidente
3146,6991,2016-08-11,MG,Sudeste,Incidente Grave
3147,6990,2016-08-23,PR,Sul,Incidente
3148,6988,2016-08-15,SP,Sudeste,Incidente
3149,6989,2016-08-21,AM,Norte,Incidente Grave
3150,6987,2016-08-15,PR,Sul,Incidente
3151,6986,2016-08-12,SP,Sudeste,Ocorrência de Solo
3152,6733,2016-02-09,SP,Sudeste,Ocorrência Anormal
3153,6985,2015-03-14,MT,Centro-Oeste,Acidente
3154,6732,2016-02-08,SP,Sudeste,Incidente
3155,6731,2016-02-08,MT,Centro-Oeste,Acidente
3156,6730,2016-02-20,TO,Norte,Ocorrência Anormal
3157,6729,2016-02-19,TO,Norte,Incidente Grave
3158,6729,2016-02-19,TO,Norte,Incidente Grave
3159,6728,2016-02-19,SP,Sudeste,Ocorrência Anormal
3160,6727,2016-02-18,MT,Centro-Oeste,Acidente
3161,6726,2016-02-28,PE,Nordeste,Ocorrência Anormal
3162,6725,2016-02-26,PE,Nordeste,Ocorrência de Solo
3163,6724,2016-02-26,PR,Sul,Acidente
3164,6723,2016-02-25,PE,Nordeste,Incidente
3165,6722,2016-02-15,SP,Sudeste,Ocorrência Anormal
3166,6721,2016-02-15,SP,Sudeste,Ocorrência Anormal
3167,6720,2016-02-15,RJ,Sudeste,Ocorrência Anormal
3168,6719,2016-02-15,PA,Norte,Ocorrência Anormal
3169,6718,2016-01-25,MS,Centro-Oeste,Incidente Grave
3170,6717,2016-01-24,RJ,Sudeste,Ocorrência Anormal
3171,6465,2015-11-22,RJ,Sudeste,Incidente
3172,6716,2016-01-24,GO,Centro-Oeste,Incidente
3173,6715,2016-01-24,PR,Sul,Incidente Grave
3174,6715,2016-01-24,PR,Sul,Incidente Grave
3175,6466,2015-11-24,DF,Centro-Oeste,Incidente
3176,6467,2015-11-16,RS,Sul,Ocorrência Anormal
3177,6464,2015-11-21,RS,Sul,Acidente
3178,6463,2016-04-25,SC,Sul,Ocorrência Anormal
3179,6462,2016-04-24,SP,Sudeste,Ocorrência Anormal
3180,6461,2016-04-22,PA,Norte,Incidente Grave
3181,6464,2015-11-21,RS,Sul,Acidente
3182,6461,2016-04-22,PA,Norte,Incidente Grave
3183,6460,2016-04-22,RJ,Sudeste,Acidente
3184,6454,2015-09-08,SP,Sudeste,Incidente
3185,6453,2015-09-21,RJ,Sudeste,Ocorrência Anormal
3186,6459,2015-09-25,RJ,Sudeste,Incidente
3187,6458,2015-09-28,RJ,Sudeste,Acidente
3188,6457,2015-09-28,RJ,Sudeste,Incidente
3189,6456,2015-09-26,PA,Norte,Incidente
3190,6455,2015-09-19,GO,Centro-Oeste,Acidente
3191,6455,2015-09-19,GO,Centro-Oeste,Acidente
3192,6240,2014-10-16,SP,Sudeste,Acidente
3193,6239,2014-10-14,AM,Norte,Incidente
3194,6238,2014-10-19,AC,Norte,Acidente
3195,6237,2014-10-05,MG,Sudeste,Incidente
3196,6236,2014-10-06,SP,Sudeste,Incidente
3197,6238,2014-10-19,AC,Norte,Acidente
3198,6235,2014-10-10,SP,Sudeste,Ocorrência Anormal
3199,6234,2014-09-30,MT,Centro-Oeste,Incidente Grave
